投资时间,受资方,所属行业,VC阶段,投资金额,币种,投资方,
2017-06-29,彩色铅笔动漫,动漫,Pre-A轮,非公开,,不公开的投资者,
2017-06-28,中科华联,专用仪器仪表制造业,新三板定增轮,非公开,,天创资本,
2017-06-28,凯乐科技,其他化工原料及加工,上市定增轮,10.1亿,人民币,科达商贸 / 中汇金锐,
2017-06-28,索闻博识科技,生物技术/医疗健康,A轮,数千万,人民币,经纬中国,
2017-06-28,优读学院,教育与培训,A轮,非公开,,研途宝,
2017-06-28,香蕉体育,体育,A轮,3千万,人民币,君得资本 / 北极光,
2017-06-28,仪美医科,家具,新三板定增轮,1100万,人民币,广州水木资产管理有限公司,
2017-06-28,PromoRepublic,网络社区,种子轮,120万,美元,不公开的投资者,
2017-06-28,Outschool,其他教育与培训,种子轮,140万,美元,Collaborative Fund,
2017-06-28,Drive.ai,IT服务,B轮,5千万,美元,恩颐投资 / 纪源资本 / 北极光,
2017-06-28,安捷力,B2B,A轮,1250万,人民币,国金投资,
2017-06-27,Octopus,计算机与网络安全服务,A轮,525万,美元,腾讯投资 / Singulariteam / 人人网,
2017-06-27,V Resorts,网络社区,种子轮,4百万,美元,不公开的投资者,
2017-06-27,BitStar,金融,B轮,3亿,日元,Global Brain Corporation,
2017-06-27,Autotalks,半导体,D轮,4千万,美元,住友商事,
2017-06-27,管车所,汽车,天使轮,数千万,人民币,天使投资人,
2017-06-27,汇创达,电子设备,新三板定增轮,3900万,人民币,诚道天华,
2017-06-27,银河酷娱,娱乐传媒,B轮,2亿,人民币,云锋基金 / 合一集团 / 洪泰基金,
2017-06-26,唐吉诃德,建筑/工程,Pre-A轮,数千万,人民币,丹华资本,
2017-06-26,销售罗盘,B2B,A轮,2千万,人民币,上海复翔投资管理合伙企业（有限合伙） / 天鹰资本 / 新道科技 / 幸福投资,
2017-06-26,迪英加,医疗服务,天使轮,1500万,人民币,将门投资,
2017-06-26,绎维软件,应用软件,A轮,3千万,人民币,红杉中国,
2017-06-26,云汇天下,硬件,Pre-A轮,1500万,人民币,晨兴资本 / 迅雷网络,
2017-06-26,今借到,金融服务,Pre-A轮,2千万,人民币,不公开的投资者 / 盈动资本,
2017-06-26,解放区,物业管理,A轮,数千万,人民币,团贷网,
2017-06-26,长江文化,影视制作及发行,新三板定增轮,4亿,人民币,红树成长 / 招银国际 / 众邦资产 / 天津光大金控产业投资 / 泽森投资,
2017-06-26,盛源科技,化工原料生产,新三板定增轮,5472万,人民币,中原联创投资基金,
2017-06-26,F5未来商店,零售,A轮,3千万,人民币,创新工场,
2017-06-26,PetDesk,咨询,种子轮,210万,美元,不公开的投资者,
2017-06-26,Voodoo Manufacturing,硬件,种子轮,5百万,美元,NextView Ventures / 645 Ventures / YC / General Catalyst Partners,
2017-06-26,Neoway,IT服务,B轮,4500万,美元,Accel / Monashees Capital,
2017-06-26,Algorithmia,电子商务,A轮,1050万,美元,Rakuten / 谷歌投资 / Madrona Venture Group,
2017-06-26,基调网络,应用软件,A轮,1800万,人民币,策源创投,
2017-06-26,赛赫智能,通用仪器仪表制造业,C轮,2000万,人民币,国际创投,
2017-06-26,ROKT,咨询,B轮,2600万,美元,易多客（麦客 ）,
2017-06-26,极课大数据,教育与培训,D轮,非公开,,XVC,
2017-06-25,汤先生汤馆,餐饮,天使轮,6百万,人民币,真格基金 / 天使投资人,
2017-06-23,Silvernest,房地产中介服务,种子轮,130万,美元,500 Startups,
2017-06-23,Growbots,IT服务,A轮,250万,美元,不公开的投资者,
2017-06-23,ComparaGuru.com,金融IT服务,A轮,7百万,美元,QED Investors,
2017-06-23,Seven Dreamers Laboratories,硬件,,2280万,美元,KKR / 复星集团,
2017-06-23,水治理,环保,A轮,1500万,人民币,达晨创投,
2017-06-23,静医生,医疗服务,种子轮,50万,人民币,不公开的投资者,
2017-06-23,Blockchain,虚拟货币,B轮,4千万,美元,Mosaic / 美国光速 / Lakestar,
2017-06-23,盈迪信康,其他IT服务,新三板定增轮,2000万,人民币,金茂资本,
2017-06-23,Hi维修,修理与维护,A轮,5千万,人民币,恺英网络,
2017-06-23,苏橙智慧旅游,网络旅游,天使轮,数百万,人民币,上海市文创母基金,
2017-06-23,悠洗,其他网络服务,A轮,3千万,人民币,不公开的投资者 / 新华都,
2017-06-22,苏州科达,应用软件,A轮,1500万,人民币,不公开的投资者 / 金沙江创投,
2017-06-22,亚泰集团,建材,上市定增轮,30.5亿,人民币,无锡金嘉 / 圣邦地产 / 吉林金塔 / 中意资产,
2017-06-22,诺德新材,电子设备,新三板定增轮,8百万,人民币,江苏铭旺投资基金管理有限公司,
2017-06-22,新洁能,IC测试与封装,新三板定增轮,1亿,人民币,达晨财智 / 涌铧投资 / 弘瑞投资,
2017-06-22,万铭金服,金融服务,A轮,非公开,,钜洲资产,
2017-06-22,量子学派,教育与培训,天使轮,5百万,人民币,中科创星 / 英诺天使基金,
2017-06-22,Super Happy,商务服务业,天使轮,450万,人民币,金沙江朝华创投,
2017-06-22,Cybereason,咨询,D轮,1亿,美元,软银,
2017-06-22,Lingokids,其他教育与培训,种子轮,4百万,美元,HV Holtzbrinck Ventures,
2017-06-22,哈图Magics,其他IT服务,A轮,数千万,人民币,博将资本 / 紫辉创投 / 华盖资本,
2017-06-21,AimBrain,IT服务,A轮,4百万,英镑,Entrepreneur Venture / Bgf / Episode 1 Ventures,
2017-06-21,亚食联,B2B,A轮,数亿,人民币,龙珠资本,
2017-06-21,学两招,网络视频,天使轮,数百万,人民币,创客100创投基金,
2017-06-21,长亭科技,IT服务,A轮,数千万,人民币,启明创投 / 滴滴出行 / 君盛资本,
2017-06-21,图帮主,网络服务,天使轮,6百万,人民币,南京紫金科技创投,
2017-06-21,斯坦德机器人,硬件,Pre-A轮,数千万,人民币,合创资本 / 要弘创投 / 松禾资本,
2017-06-21,中普达,软件,新三板定增轮,1亿,人民币,同创伟业 / 赢知（银川）投资管理有限公司 / 仙瞳资本,
2017-06-21,国豪股份,房屋和土木工程,新三板定增轮,1.1亿,人民币,上海奇福,
2017-06-20,倍格创业,金融,A轮,1800万,美元,一创投资,
2017-06-20,Casper,电子商务,战略投资轮,1.7亿,美元,Target Global,
2017-06-20,袋鼠影业,影视制作及发行,天使轮,4500万,人民币,黑洞投资,
2017-06-20,倍格创业,其他网络服务,A轮,1800万,美元,第一资产 / 宏府投资,
2017-06-20,星火钱包,互联网金融,B轮,1200万,人民币,璞玉投资 / 东莞宏商创业投资,
2017-06-19,新航海在线,网络视频,A轮,数千万,人民币,清流资本 / 险峰长青 / 海纳亚洲,
2017-06-19,四十二章经,其他娱乐传媒,Pre-A轮,640万,人民币,联想之星 / 子木投资 / 杭州大头投资 / 光源资本,
2017-06-19,Mindstrong Health,医疗服务,A轮,1400万,美元,Arch Venture Partners,
2017-06-19,Tusker Medical,医疗设备,战略投资轮,1千万,美元,不公开的投资者,
2017-06-19,MrNeeds,配送及仓储,种子轮,50万,美元,不公开的投资者,
2017-06-19,源宜基因,医疗服务,新三板定增轮,3000万,人民币,上海维彤资产管理有限公司,
2017-06-19,卓展科技,软件,新三板定增轮,493万,人民币,福建宏山投资有限公司,
2017-06-19,创业人,印刷,新三板定增轮,2142万,人民币,厦门长融投资管理有限公司,
2017-06-19,易工程,B2B,Pre-A轮,数千万,人民币,不公开的投资者 / 坚果资本,
2017-06-19,Next Smart,硬件,天使轮,数百万,人民币,不公开的投资者,
2017-06-16,趣医网,医疗服务,A轮,6400万,人民币,弘晖资本 / 京颐科技 / 德屹资本 / 软银中国资本,
2017-06-16,Xealth,医疗服务,种子轮,850万,美元,德丰杰,
2017-06-16,ZenIQ.io,咨询,种子轮,460万,美元,Salesforce Ventures,
2017-06-16,Tiny Speck,IT服务,F轮,5亿,美元,不公开的投资者,
2017-06-16,Rythm,硬件,战略投资轮,1100万,美元,不公开的投资者,
2017-06-16,洋姑妈,网络营销,A轮,数千万,人民币,启赋资本 / 凯盈投资 / 电魂创投 / 禾今投资,
2017-06-16,可可奇货,电子商务,种子轮,数百万,人民币,天使投资人,
2017-06-16,径卫视觉,硬件,A轮,数千万,人民币,愉悦资本,
2017-06-15,言之有物科技,电子商务,Pre-A轮,3千万,人民币,东方风行 / 天使湾投资 / 策源创投,
2017-06-15,有路前行,其他金融服务,A轮,5千万,人民币,龙腾资本 / 心元资本 / 华映资本 / 洪泰基金,
2017-06-15,大圣出行,汽车,天使轮,1千万,人民币,动感汽车,
2017-06-15,Figure1,医疗服务,B轮,1千万,美元,Kensington Capital Partners,
2017-06-15,纽若思医疗,医疗设备,战略投资轮,6百万,人民币,不公开的投资者,
2017-06-15,thriva,医疗服务,种子轮,150万,英镑,不公开的投资者,
2017-06-15,找辅导,网络教育,种子轮,2百万,人民币,飞马基金,
2017-06-15,和创科技,软件,上市定增轮,2.1亿,人民币,不公开的投资者,
2017-06-15,价之链,零售,新三板定增轮,1.7亿,人民币,海通开元 / 君度投资 / 建信天然,
2017-06-15,金楚信息,手机游戏,A轮,数千万,人民币,腾讯投资,
2017-06-15,车置宝,电子商务,C轮,数亿,人民币,酉金资本 / 亚太一带一路基金 / 孝昌水木投资,
2017-06-14,圣丹纳,电信设备及终端,新三板定增轮,499万,人民币,岷阳管理,
2017-06-14,AxonVR,IT服务,A轮,2百万,美元,网易资本,
2017-06-14,Shopmatic,电子商务,A轮,410万,美元,Acton Capital Partners,
2017-06-14,超力嗨体育,娱乐与休闲,天使轮,数百万,人民币,不公开的投资者,
2017-06-14,轻生活,电子商务,A轮,数千万,人民币,启赋资本,
2017-06-13,智驾科技,硬件,Pre-A轮,数千万,人民币,理成资产 / 壹号资本 / 君子兰资本,
2017-06-13,合勋车融,金融服务,A轮,4千万,人民币,恺英网络,
2017-06-13,弘积科技,IT服务,A轮,3千万,人民币,云椿资本 / 张江火炬创投 / 星通投资,
2017-06-13,百付天下,金融IT服务,战略投资轮,2千万,人民币,不公开的投资者,
2017-06-13,Upside.com,网络旅游,B轮,1亿,美元,不公开的投资者,
2017-06-13,Lyft,网络服务,战略投资轮,2千万,美元,不公开的投资者,
2017-06-13,鼎能开源,电器机械及器材制造,新三板定增轮,1187万,人民币,安信融投资,
2017-06-13,昀丰科技,专用仪器仪表制造业,新三板定增轮,9857万,人民币,基石资本,
2017-06-12,Houzz,其他网络服务,E轮,4亿,美元,红杉（海外） / Iconiq资本 / 纪源资本,
2017-06-12,Stratumn,咨询,A轮,7百万,欧元,Otium Capital,
2017-06-12,HostelHunting,房地产中介服务,A轮,非公开,,不公开的投资者,
2017-06-12,冻品在线,电子商务,B轮,5千万,人民币,汇信资本 / 顺为资本,
2017-06-12,松鼠影业,娱乐传媒,天使轮,1200万,人民币,芝麻资本,
2017-06-12,富途证券（香港）,证券市场管理,C轮,1.5亿,美元,经纬中国 / 腾讯投资 / 红杉中国,
2017-06-12,寒诀网络,其他娱乐传媒,B轮,数千万,人民币,不公开的投资者,
2017-06-09,络捷斯特,软件,新三板定增轮,2000万,人民币,东北证券 / 拙朴投资,
2017-06-09,KuWeather,网络服务,Pre-A轮,数千万,人民币,融海国投,
2017-06-09,BigQuant,金融,天使轮,1百万,人民币,不公开的投资者,
2017-06-09,瑞斯康集团,电子设备,上市定增轮,6千万,港币,利得资本,
2017-06-08,Tulip Interfaces,IT服务,A轮,1300万,美元,Pitango / 恩颐投资,
2017-06-08,腾飞股份,化工原料生产,新三板定增轮,1001万,人民币,元吉投资,
2017-06-08,神州云动,应用软件,新三板定增轮,1000万,人民币,恒华租赁,
2017-06-08,探探,网络社区,D轮,7千万,美元,欢聚时代信息科技,
2017-06-08,淘拍拍,其他网络服务,A轮,6480万,人民币,百合网,
2017-06-08,录趣,教育与培训,天使轮,3百万,人民币,不公开的投资者,
2017-06-08,Essential Phone,硬件,战略投资轮,3亿,美元,不公开的投资者,
2017-06-08,金冠电气,其他电器机械及器材制造,上市定增轮,11.2亿,人民币,能策投资,
2017-06-07,BookNook,其他教育与培训,种子轮,120万,美元,不公开的投资者,
2017-06-07,人人助学,IT服务,天使轮,1千万,人民币,中国风投,
2017-06-07,小橙堡,网络服务,A轮,1500万,人民币,盛通印刷,
2017-06-07,农田管家,IT服务,A轮,5千万,人民币,不公开的投资者 / 云启资本 / 戈壁,
2017-06-07,华云数据,IT服务,F轮,15亿,人民币,不公开的投资者,
2017-06-07,爱用宝,软件,新三板定增轮,2千万,人民币,华盖南方投资管理（深圳）有限公司,
2017-06-07,Netskope,IT服务,E轮,1亿,美元,Accel / Sapphire Ventures / 美国光速 / Iconiq资本 / s23p,
2017-06-07,Pinterest,网络社区,战略投资轮,1.5亿,美元,a16z / 高盛,
2017-06-07,游心商旅,网络旅游,天使轮,1千万,人民币,不公开的投资者,
2017-06-06,山大地纬,应用软件,新三板定增轮,2.4亿,人民币,吉富创投 / 国寿投资 / 山东多润投资管理有限公司 / 鼎锋资产,
2017-06-06,金慧融智,软件外包,A轮,1400万,人民币,平安阖鼎,
2017-06-06,樱桃来了,网络视频,天使轮,数百万,人民币,左驭,
2017-06-06,程序员客栈,网络服务,天使轮,3百万,人民币,紫辉创投,
2017-06-06,翼卡车联网,其他汽车,A轮,4千万,人民币,珞珈天使投资,
2017-06-06,Mavin,咨询,A轮,3百万,美元,Mousse Partners,
2017-06-06,Teambrella, Inc,保险,种子轮,84万,美元,盛大资本,
2017-06-06,品糖网络,网络社区,A轮,数千万,人民币,腾讯投资 / 上海睿瀚投资,
2017-06-06,中徽科技,电器机械及器材制造,A轮,非公开,,华安新兴证券投资 / 亳州创新创投,
2017-06-05,星际互娱,手机游戏,C轮,3千万,人民币,盛世景,
2017-06-05,touchbistro,咨询,C轮,1210万,美元,RSP,
2017-06-05,开普乐,IT服务,天使轮,6百万,人民币,不公开的投资者,
2017-06-05,可思美,生物工程,B轮,数亿,人民币,深创投 / 英飞尼迪 / 东方汇富,
2017-06-05,未名企鹅,医药,A轮,数千万,人民币,成为资本 / 北京红石诚金创投 / 经纬中国,
2017-06-05,一步用车,交通运输,A轮,1.4亿,人民币,多氟多,
2017-06-05,永成双海,其他汽车,新三板定增轮,6800万,人民币,赛伯乐招宝 / 宁波华桐创业投资管理有限公司 / 苏州展毅投资管理有限公司 / 东元创投 / 君润创投,
2017-06-05,Lorem Technologies,IT服务,种子轮,110万,美元,Founder Collective / Flybridge Capital Partners,
2017-06-05,Bright Health,保险,B轮,1.6亿,美元,Greycroft Partners / 红点创投 / Greenspring,
2017-06-05,国药股份,医药,上市定增轮,71.7亿,人民币,长城国融投资 / 上汽投资 / 平安资产 / 四川诚富投资管理有限公司,
2017-06-03,汪仔饭,食品制造业,天使轮,5百万,人民币,帮实资本 / 齐一资本,
2017-06-02,本贸科技,软件,新三板定增轮,1771万,人民币,上海兴橙投资管理有限公司,
2017-06-02,浙江东阳星座传媒,影视制作及发行,新三板定增轮,8031万,人民币,同创伟业 / 天津普思资产管理有限公司,
2017-06-02,内购网,电子商务,B轮,数千万,人民币,分众传媒 / 创创基金 / 国家中小企业发展基金,
2017-06-02,Julie Desk,IT服务,战略投资轮,250万,欧元,Entrepreneur Venture,
2017-06-02,BTCS,其他服务业,战略投资轮,1百万,美元,不公开的投资者,
2017-06-02,易讯通,软件,新三板定增轮,3百万,人民币,鼎兴量子,
2017-06-02,干活不累,咨询,天使轮,数百万,人民币,不公开的投资者 / 老鹰基金 / 天使投资人,
2017-06-01,乂学教育,教育与培训,天使轮,1.5亿,人民币,海纳亚洲,
2017-06-01,Mosaic,农药及肥料,A轮,1700万,人民币,元禾控股,
2017-06-01,飞榴信息,IT,天使轮,数百万,人民币,天奇阿米巴创投,
2017-06-01,人人智能,硬件,天使轮,非公开,,英诺天使基金,
2017-06-01,掌通家园,应用软件,D轮,1亿,人民币,新东方 / 赛伯乐 / 亿润投资,
2017-06-01,灵梦传媒,娱乐与休闲,天使轮,数百万,人民币,景林投资,
2017-06-01,Beijing Niu Qafu Network Technology Co., Ltd.,娱乐与休闲,天使轮,160万,人民币,高新投创投公司,
2017-06-01,Beijing Xinliu Interactive Technology Co., Ltd.,网络服务,天使轮,75万,人民币,乐游资本,
2017-06-01,创幻数码,网络游戏,B轮,3百万,人民币,乐游资本,
2017-06-01,Hangzhou Spinach Network Technology Co., Ltd.,生物工程,A轮,非公开,,清科创投,
2017-06-01,Hangzhou Sakura Frontier Culture Creative Co., Ltd.,电器机械及器材制造,A轮,150万,人民币,乐游资本,
